id_proposicao,casa,codigo_texto,data,tipo_texto,descricao,link_inteiro_teor,pagina_inicial
137999,senado,7989945,2019-08-14,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7989945,1
137999,senado,7989951,2019-08-14,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7989951,1
137999,senado,7989960,2019-08-14,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7989960,1
137999,senado,7990186,2019-08-14,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7990186,1
137999,senado,7990275,2019-08-14,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7990275,1
137999,senado,7990854,2019-08-14,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7990854,1
137999,senado,7990857,2019-08-14,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7990857,1
137999,senado,7990860,2019-08-14,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7990860,1
137999,senado,7990863,2019-08-14,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7990863,1
137999,senado,7990869,2019-08-14,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7990869,1
137999,senado,7990874,2019-08-14,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7990874,1
137999,senado,7990877,2019-08-14,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7990877,1
137999,senado,7990880,2019-08-14,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7990880,1
137999,senado,7990883,2019-08-14,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7990883,1
137999,senado,7990886,2019-08-14,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7990886,1
137999,senado,7990889,2019-08-14,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7990889,1
137999,senado,7990892,2019-08-14,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7990892,1
137999,senado,7990901,2019-08-14,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7990901,1
137999,senado,7990904,2019-08-14,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7990904,1
137999,senado,7991035,2019-08-15,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7991035,1
137999,senado,7991038,2019-08-15,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7991038,1
137999,senado,7991041,2019-08-15,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7991041,1
137999,senado,7991044,2019-08-15,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7991044,1
137999,senado,7991048,2019-08-15,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7991048,1
137999,senado,7991069,2019-08-15,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7991069,1
137999,senado,7991085,2019-08-15,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7991085,1
137999,senado,7991093,2019-08-15,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7991093,1
137999,senado,7991363,2019-08-15,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7991363,1
137999,senado,7991366,2019-08-15,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7991366,1
137999,senado,7991375,2019-08-15,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7991375,1
137999,senado,7992157,2019-08-16,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7992157,1
137999,senado,7992160,2019-08-16,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7992160,1
137999,senado,7992466,2019-08-19,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7992466,1
137999,senado,7992904,2019-08-20,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7992904,1
137999,senado,7992907,2019-08-20,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7992907,1
137999,senado,7992910,2019-08-20,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7992910,1
137999,senado,7992913,2019-08-20,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7992913,1
137999,senado,7992916,2019-08-20,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7992916,1
137999,senado,7992919,2019-08-20,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7992919,1
137999,senado,7992922,2019-08-20,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7992922,1
137999,senado,7992934,2019-08-20,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7992934,1
137999,senado,7992937,2019-08-20,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7992937,1
137999,senado,7992940,2019-08-20,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7992940,1
137999,senado,7992943,2019-08-20,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7992943,1
137999,senado,7992946,2019-08-20,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7992946,1
137999,senado,7992951,2019-08-20,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7992951,1
137999,senado,7992964,2019-08-20,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7992964,1
